2026-07-28 18:03:42 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ======================================================================== | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 2 - Tabella: 'MSys_DF01_COMANDI' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF01_COMANDI' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 3 - Tabella: 'MSys_TB05_FORMS' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB05_FORMS' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 4 - Tabella: 'MSys_TB05_FORMS_TMP' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB05_FORMS_TMP' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 5 - Tabella: 'MSys_TB30_}----------------------------------------------------@' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB30_}----------------------------------------------------@' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 6 - Tabella: 'MSys_TB30_UTIL_MSysObjects' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB30_UTIL_MSysObjects' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 7 - Tabella: 'MSys_TB40_}-----------------------------------------@PROG_MASTER' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB40_}-----------------------------------------@PROG_MASTER' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 8 - Tabella: 'MSys_TB40_PROG_MASTER' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB40_PROG_MASTER' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 9 - Tabella: 'MSys_TB40_PROG_MASTER_TMP' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB40_PROG_MASTER_TMP' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 10 - Tabella: 'MSys_TB41_{@==================================================@}' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB41_{@==================================================@}' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 11 - Tabella: 'MSys_TB41_VISUAL_PAG_MASTER' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB41_VISUAL_PAG_MASTER' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 12 - Tabella: 'MSys_TB41_VISUAL_PAG_MASTER_TMP' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_TB41_VISUAL_PAG_MASTER_TMP' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 13 - Tabella: 'MSys_DF01_COMANDI_TMP' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF01_COMANDI_TMP' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 14 - Tabella: 'MSys_DF02_}----------------------------------------------------@' | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF02_}----------------------------------------------------@' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:46 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 15 - Tabella: 'MSys_DF02_TIPO_OGGETTO' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF02_TIPO_OGGETTO' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 16 - Tabella: 'MSys_DF03_}----------------------------------------------------@' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF03_}----------------------------------------------------@' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 17 - Tabella: 'MSYS_DF03_GROUP_QUOTE' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSYS_DF03_GROUP_QUOTE' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 18 - Tabella: 'MSys_DF03_QUOTE' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF03_QUOTE' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 19 - Tabella: 'MSys_DF05_}----------------------------------------------------@' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF05_}----------------------------------------------------@' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione:  | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: RECORD N. 20 - Tabella: 'MSys_DF05_ATTRIBUTI_TABELLA' | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: [CANCELLAZIONE] Link 'MSys_DF05_ATTRIBUTI_TABELLA' eliminato con SUCCESSO. | Riga: 0
2026-07-28 18:03:47 | Classe: My_Msys_TB12_FILES_CLASSE_clsLogger | Funzione: WriteLogMessage | Errore #: 0 | Descrizione: ---------------------------------------- | Riga: 0
